19 | Q4
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 | B4
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 | F3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 | D8
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 | A4
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 A4 | A5
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 A4 A5 | F2
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 A4 A5 F2 | B9
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 D8 A4 A5 F2 B9 | C1
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 E7 | F5
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 E7 F5 | C9
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 E7 F5 C9 | B1
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C6 D6 D7 C3 D2 B3 C2 C7 C8 B2 E2 B7 B6 B8 B4 F3 E7 F5 C9 B1 | F2
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 | D6
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 D6 | C7
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 D6 C7 | L3
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 D6 C7 L3 | R11
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 D6 C7 L3 R11 | R14
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 D6 C7 L3 R11 R14 | R8
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 D6 C7 L3 R11 R14 R8 | R6
19 R4 D3 Q17 D17 D5 C5 D4 C4 E3 C3 D6 C7 L3 R11 R14 R8 R6 | P8
19 R4 D3 Q17 D17 D5 C5 C6 | C4
19 R4 D3 Q17 D17 D5 C5 C6 C4 | C15
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 | D11
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 | E16
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 | E17
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 | F16
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 | G17
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 G17 | C17
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 G17 C17 | G16
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 G17 C17 G16 | D16
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 G17 C17 G16 D16 | G14
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 G17 C17 G16 D16 G14 | F17
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 G17 C17 G16 D16 G14 F17 | F18
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 G17 C17 G16 D16 G14 F17 F18 | C18
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 G17 C17 G16 D16 G14 F17 F18 C18 | P3
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 E16 E17 F16 G17 C17 G16 D16 G14 F17 F18 C18 P3 | D7
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 F16 | E16
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 F16 E16 | E15
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 F16 E16 E15 | F17
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 F16 E16 E15 F17 | G16
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 F16 E16 E15 F17 G16 | G17
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 F16 E16 E15 F17 G16 G17 | H16
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 F16 E16 E15 F17 G16 G17 H16 | H17
19 R4 D3 Q17 D17 D5 C5 C6 C4 C15 D11 F16 E16 E15 F17 G16 G17 H16 H17 | J16
19 R4 D3 Q17 D17 D5 C5 C6 C4 D15 | C15
19 R4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 | C14
19 R4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 C14 | C16
19 R4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 C14 C16 | D6
19 R4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 C14 C16 D6 | F3
19 R4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 C14 C16 D6 F3 | D14
19 R4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 C14 C16 D6 F3 D14 | F17
19 R4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 C14 C16 D6 F3 D14 F17 | D10
19 R4 D3 Q17 D17 D5 C5 C6 C4 D15 C15 C14 C16 D6 F3 D14 F17 D10 | Q15
19 R4 D3 Q17 D17 D5 D7 | F5
19 R4 D3 Q17 D17 D5 D7 F5 | G3
19 R4 D3 Q17 D17 D5 D7 F5 G3 | D15
19 R4 D3 Q17 D17 D5 D7 F5 G3 D15 | C13
19 R4 D3 Q17 D17 D5 D7 F5 G3 D15 C13 | C17
19 R4 D3 Q17 D17 D5 D7 F5 F3 | C3
19 R4 D3 Q17 D17 D5 D7 F5 F3 C3 | C2
19 R4 D3 Q17 D17 D5 D7 F5 F3 C3 C2 | C4
19 R4 D3 Q17 D17 D5 D7 G4 | D4
19 R4 D3 Q17 D17 D5 D7 G4 D4 | E5
19 R4 D3 Q17 D17 D5 D7 G4 D4 E5 | C5
19 R4 D3 Q17 D17 D5 D7 G4 D4 E5 C5 | C6
19 R4 D3 Q17 D17 D5 D7 G4 D4 E5 C5 C6 | D6
19 R4 D3 Q17 D17 D5 D7 G4 D4 E5 C5 C6 D6 | B6
19 R4 D3 Q17 D17 D5 D7 G4 D4 E5 C5 C6 D6 B6 | C4
19 R4 D3 Q17 D17 D5 D7 G4 D4 E5 C5 C6 D6 B6 C4 | C8
19 R4 D3 Q17 D17 D5 D7 G4 D4 E5 C5 C6 D6 B6 C4 C8 | F5
19 R4 D3 Q17 D17 D5 D7 G4 D4 E5 C5 C6 D6 B6 C4 C8 F5 | C11
19 R4 D3 Q17 D17 D5 D7 G4 D4 E5 C5 C6 D6 B6 C4 C8 F5 C11 | P4
19 R4 D3 Q17 D17 D5 D7 D15 | F4
19 R4 D3 Q17 D17 D5 D7 D15 F4 | C17
19 R4 D3 Q17 D17 D5 D7 D15 F4 C17 | C11
19 R4 D3 Q17 D17 D5 P4 | P5
19 R4 D3 Q17 D17 D5 P4 P5 | R3
19 R4 D3 Q17 D17 D5 P4 P5 R3 | Q4
19 R4 D3 Q17 D17 D5 P4 P5 R3 Q4 | Q3
19 R4 D3 Q17 D17 D5 P4 P5 O5 | Q5
19 R4 D3 Q17 D17 D5 P4 P3 | O3
19 R4 D3 Q17 D17 D5 P4 P3 O3 | Q3
19 R4 D3 Q17 D17 D5 P4 P3 O3 Q3 | D8
19 R4 D3 Q17 D17 D5 E5 | C3
19 R4 D3 Q17 D17 D5 E5 C3 | D4
19 R4 D3 Q17 D17 D5 E5 C3 D4 | C4
19 R4 D3 Q17 D17 D5 E5 C3 D4 C4 | E6
19 R4 D3 Q17 D17 D5 E5 C3 D4 C4 E6 | C6
19 R4 D3 Q17 D17 D5 E5 C3 D4 C4 E6 C6 | D8
19 R4 D3 Q17 D17 D5 E5 C3 D4 C4 E6 C6 D8 | B8
19 R4 D3 Q17 D17 D5 E5 C3 D4 C4 E6 C6 D8 B8 | P4
19 R4 D3 Q17 D17 D5 E5 C3 D4 C4 E6 C6 D8 B8 P4 | N3
19 R4 D3 Q17 D17 D5 E5 E6 | E4
19 R4 D3 Q17 D17 D5 C7 | C3
19 R4 D3 Q17 D17 D5 C7 C3 | C2
19 R4 D3 Q17 D17 D5 C7 C3 C2 | C4
19 R4 D3 Q17 D17 D5 C7 C3 C2 C4 | G3
19 R4 D3 Q17 D17 D5 C7 C3 C2 C4 G3 | E7
19 R4 D3 Q17 D17 C5 | C9
19 R4 D3 Q17 D17 C5 C9 | C14
19 R4 D3 Q17 D17 C5 C9 C14 | C4
19 R4 D3 Q17 D17 C5 C9 C14 C4 | D5
19 R4 D3 Q17 D17 C5 C9 C14 C4 D5 | F4
19 R4 D3 Q17 D17 C5 C9 G3 | E4
19 R4 D3 Q17 D17 C5 P3 | D15
19 R4 D3 Q17 D17 C5 P3 D15 | C15
19 R4 D3 Q17 D17 C5 P3 D15 C15 | C14
19 R4 D3 Q17 D17 C5 P3 D15 C15 C14 | C16
19 R4 D3 Q17 D17 C5 P3 D15 C15 C14 C16 | M4
19 R4 D3 Q17 D17 C5 D8 | E4
19 R4 D3 Q17 D17 C5 D8 E4 | D4
19 R4 D3 Q17 D17 C5 D8 E4 D4 | D5
19 R4 D3 Q17 D17 C5 D8 E4 D4 D5 | E5
19 R4 D3 Q17 D17 C5 D8 E4 D4 D5 E5 | D7
19 R4 D3 Q17 D17 C5 D8 E4 D4 D5 E5 D7 | F5
19 R4 D3 Q17 D17 D15 | C15
19 R4 D3 Q17 D17 D15 C15 | C14
19 R4 D3 Q17 D17 D15 C15 C14 | C16
19 R4 D3 Q17 D17 D15 C15 C14 C16 | C5
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 | D9
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 | F4
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 | D5
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 | D4
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 | E4
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 | C4
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 | E3
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 | E5
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 | D6
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 D6 | C3
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 D6 C3 | E2
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 D6 C3 E2 | C2
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 D6 C3 E2 C2 | F5
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 D6 C3 E2 C2 F5 | E6
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 D6 C3 E2 C2 F5 E6 | D7
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 D6 C3 E2 C2 F5 E6 D7 | E8
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 D6 C3 E2 C2 F5 E6 D7 E8 | E7
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 D9 F4 D5 D4 E4 C4 E3 E5 D6 C3 E2 C2 F5 E6 D7 E8 E7 | F6
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 E4 | D13
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 E4 D13 | F17
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 E4 D13 F17 | C9
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 E4 D13 F17 C9 | P3
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 E4 D13 F17 C9 P3 | L3
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 F4 | D14
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 F4 D14 | F17
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 F4 D14 F17 | C10
19 R4 D3 Q17 D17 D15 C15 C14 C16 C5 F4 D14 F17 C10 | P3
19 R4 D3 Q17 D17 D15 C15 D16 | C16
19 R4 D3 Q17 D17 D15 C15 D16 C16 | E17
19 R4 D3 Q17 D17 D15 C15 D16 C16 E17 | C17
19 R4 D3 Q17 D17 D15 C15 D16 C16 E17 C17 | D14
19 R4 D3 Q17 D17 D15 C15 D16 C16 E17 C17 D14 | C13
19 R4 D3 Q17 D17 D15 Q15 | C5
19 R4 D3 Q17 D17 D15 Q15 C5 | D9
19 R4 D3 Q17 D17 D15 Q15 C5 D9 | F5
19 R4 D3 Q17 D17 D15 Q15 C5 D9 F5 | G3
19 R4 D3 Q17 D17 D15 D12 | G16
19 R4 D3 Q17 D17 D15 D12 G16 | E15
19 R4 D3 Q17 D17 D15 D12 G16 E15 | E14
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 | F15
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 | D16
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 | F17
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 | C17
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 | E17
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 | F14
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 | G15
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 | C18
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 | D14
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 | D13
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 | C14
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 | C13
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 | B15
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 | C15
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 | B14
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 | B13
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 | B16
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 | C16
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 | E13
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 | B11
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 B11 | C11
19 R4 D3 Q17 D17 D15 D12 G16 E15 E14 F15 D16 F17 C17 E17 F14 G15 C18 D14 D13 C14 C13 B15 C15 B14 B13 B16 C16 E13 B11 C11 | B12
19 R4 D3 Q17 D17 P3 | Q15
19 R4 D3 Q17 D17 P3 Q15 | R15
19 R4 D3 Q17 D17 P3 Q15 R15 | R14
19 R4 D3 Q17 D17 P3 Q15 R15 R14 | R16
19 R4 D3 Q17 D17 P3 Q15 R15 R14 R16 | Q14
19 R4 D3 Q17 D17 P3 Q15 R15 R14 R16 Q14 | O17
19 R4 D3 Q17 D17 P3 Q15 R15 R14 R16 Q14 O17 | R10
19 R4 D3 Q17 D17 P3 Q15 R15 R14 R16 Q14 O17 R10 | C5
19 R4 D3 Q17 D17 P3 Q15 R15 R14 R16 Q14 O17 R10 C5 | C9
19 R4 D3 Q17 D17 P3 Q15 R15 R14 R16 Q13 | O17
19 R4 D3 Q17 D17 P3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D3 Q17 D17 P3 Q15 R15 R14 R16 Q13 O17 R9 | C5
19 R4 D3 Q17 D17 P3 Q15 R15 R14 R16 S4 | S5
19 R4 D3 Q17 D17 P3 R15 | Q12
19 R4 D3 Q17 D17 P3 R15 Q12 | Q14
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 | P15
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 P15 | Q16
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 P15 Q16 | P17
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 P15 Q16 P17 | R17
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 P15 Q16 P17 R17 | R18
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 P15 Q16 P17 R17 R18 | P16
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 P15 Q16 P17 R17 R18 P16 | O17
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 P15 Q16 P17 R17 R18 P16 O17 | O16
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 P15 Q16 P17 R17 R18 P16 O17 O16 | N16
19 R4 D3 Q17 D17 P3 R15 Q12 Q14 P15 Q16 P17 R17 R18 P16 O17 O16 N16 | S17
19 R4 D3 Q17 D17 P3 R14 | R16
19 R4 D3 Q17 D17 P3 R14 R16 | R11
19 R4 D3 Q17 D17 P3 R14 R16 R11 | C5
19 R4 D3 Q17 D17 P3 R14 R16 R11 C5 | D8
19 R4 D3 Q17 D17 O3 | Q15
19 R4 D3 Q17 D17 O3 Q15 | R15
19 R4 D3 Q17 D17 O3 Q15 R15 | R14
19 R4 D3 Q17 D17 O3 Q15 R15 R14 | R16
19 R4 D3 Q17 D17 O3 Q15 R15 R14 R16 | Q13
19 R4 D3 Q17 D17 O3 Q15 R15 R14 R16 Q13 | O17
19 R4 D3 Q17 D17 O3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D3 Q17 D17 O3 Q15 R15 R14 R16 Q13 O17 R9 | R7
19 R4 D3 Q17 D17 O3 R14 | R16
19 R4 D3 Q17 D17 P4 | Q15
19 R4 D3 Q17 D17 D6 | F4
19 R4 D3 Q17 C16 | E17
19 R4 D3 Q17 C16 E17 | P3
19 R4 D3 Q17 C16 E17 P3 | D5
19 R4 D3 Q17 C16 E17 P3 D5 | Q15
19 R4 D3 Q17 C16 E17 P3 D5 Q15 | P15
19 R4 D3 Q17 C16 E17 P3 D5 Q15 P15 | R17
19 R4 D3 Q17 C16 E17 P3 D5 Q15 P15 R17 | Q16
19 R4 D3 Q17 C16 E17 P3 D5 Q15 P15 R17 Q16 | R16
19 R4 D3 Q17 C16 E17 P3 D5 Q15 C3 | R17
19 R4 D3 Q17 C16 E17 P3 C5 | Q15
19 R4 D3 Q17 C16 E17 R15 | D5
19 R4 D3 Q17 C16 E17 R15 D5 | P3
19 R4 D3 Q17 C16 E17 R15 D5 P3 | C3
19 R4 D3 Q17 C16 E17 Q15 | C5
19 R4 D3 Q17 C16 E17 P4 | P3
19 R4 D3 Q17 C16 E16 | E17
19 R4 D3 Q17 C16 E16 E17 | F17
19 R4 D3 Q17 C16 E16 E17 F17 | D17
19 R4 D3 Q17 C16 E16 E17 F17 D17 | G16
19 R4 D3 Q17 C16 E16 E17 F17 D17 F16 | C14
19 R4 D3 Q17 C16 E16 E17 F17 D17 F16 C14 | K16
19 R4 D3 Q17 C16 E16 E17 D16 | D17
19 R4 D3 Q17 C16 E16 E17 D16 D17 | C15
19 R4 D3 Q17 C16 E16 E17 D16 D17 C15 | F17
19 R4 D3 Q17 C16 E16 E17 D16 D17 C15 F17 | F16
19 R4 D3 Q17 C16 E16 E17 D16 D17 C15 F17 F16 | G16
19 R4 D3 Q17 C16 E16 E17 D16 D17 C15 F17 F16 G16 | C17
19 R4 D3 Q17 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 | B16
19 R4 D3 Q17 C16 E16 E17 D16 D17 C15 F17 F16 G16 C17 B16 | C18
19 R4 D3 Q17 C16 E16 P4 | P5
19 R4 D3 Q17 C16 E16 Q15 | R15
19 R4 D3 Q17 C16 E16 Q15 R15 | R14
19 R4 D3 Q17 C16 E16 Q15 R15 R14 | R16
19 R4 D3 Q17 C16 E16 Q15 R15 R14 R16 | P3
19 R4 D3 Q17 C16 E16 Q15 R15 R14 R16 P3 | N4
19 R4 D3 Q17 C16 E16 P3 | Q5
19 R4 D3 Q17 C16 D5 | Q15
19 R4 D3 Q17 C16 D5 Q15 | Q12
19 R4 D3 Q17 C16 D5 Q15 Q12 | D8
19 R4 D3 Q17 C16 D5 P4 | P5
19 R4 D3 Q17 C16 D5 E5 | E6
19 R4 D3 Q17 C16 D5 E5 E6 | E4
19 R4 D3 Q17 C16 D5 C5 | D4
19 R4 D3 Q17 C16 D5 C5 D4 | C4
19 R4 D3 Q17 C16 D5 C5 D4 C4 | E3
19 R4 D3 Q17 C16 D5 C5 D4 C4 E3 | C6
19 R4 D3 Q17 C16 P3 | Q15
19 R4 D3 Q17 C16 P3 Q15 | R15
19 R4 D3 Q17 C16 P3 Q15 R15 | R14
19 R4 D3 Q17 C16 P3 Q15 R15 R14 | R16
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 | S4
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 | S5
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 | R5
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 | Q5
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 | R6
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 | S6
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 | R7
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 | S7
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 | R8
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 | R3
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 | Q14
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 | O17
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 S4 S5 R5 Q5 R6 S6 R7 S7 R8 R3 Q14 O17 | R10
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 Q13 | O17
19 R4 D3 Q17 C16 P3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D3 Q17 C16 P3 R14 | R16
19 R4 D3 Q17 C16 P3 R14 R16 | Q10
19 R4 D3 Q17 C16 P3 E17 | D5
19 R4 D3 Q17 C16 P3 E17 D5 | Q15
19 R4 D3 Q17 C16 P4 | E16
19 R4 D3 Q17 C16 P4 E16 | Q15
19 R4 D3 Q17 C16 P4 E16 Q15 | D5
19 R4 D3 Q17 C16 P4 E16 Q15 D5 | R10
19 R4 D3 Q17 C16 P4 E16 Q15 D5 R10 | C10
19 R4 D3 Q17 C16 P4 E16 Q15 D5 R10 C10 | K17
19 R4 D3 Q17 C16 P4 E16 D5 | Q15
19 R4 D3 Q17 P3 | C16
19 R4 D3 Q17 P3 C16 | Q15
19 R4 D3 Q17 P3 C16 Q15 | Q5
19 R4 D3 Q17 P3 C16 Q15 Q5 | R17
19 R4 D3 Q17 P3 C16 Q15 R15 | R14
19 R4 D3 Q17 P3 C16 Q15 R15 R14 | R16
19 R4 D3 Q17 P3 C16 R15 | M4
19 R4 D3 Q17 P3 D16 | Q15
19 R4 D3 Q17 P3 D16 Q15 | R15
19 R4 D3 Q17 P3 D16 Q15 R15 | R14
19 R4 D3 Q17 P3 D16 Q15 R15 R14 | R16
19 R4 D3 Q17 P3 D16 Q15 R15 R14 R16 | Q14
19 R4 D3 Q17 P3 D16 Q15 R15 R14 R16 Q14 | O17
19 R4 D3 Q17 P3 D16 Q15 R15 R14 R16 Q14 O17 | R7
19 R4 D3 Q17 P3 D16 Q15 R15 R14 R16 Q14 O17 R7 | Q5
19 R4 D3 Q17 P3 D16 Q15 R15 R14 R16 Q14 O17 R7 Q5 | Q10
19 R4 D3 Q17 P3 D5 | Q15
19 R4 D3 Q17 C17 | P3
19 R4 D3 Q17 C17 P3 | Q15
19 R4 D3 Q17 C17 P3 Q15 | R15
19 R4 D3 Q17 C17 P3 Q15 R15 | R14
19 R4 D3 Q17 C17 P3 Q15 R15 R14 | R16
19 R4 D3 Q17 C17 P3 Q15 R15 R14 R16 | Q13
19 R4 D3 Q17 C17 P3 Q15 R15 R14 R16 Q13 | O17
19 R4 D3 Q17 C17 P3 Q15 R15 R14 R16 Q13 O17 | R9
19 R4 D3 Q17 C17 P3 Q15 R15 R14 R16 Q13 O17 R9 | C5
19 R4 D3 Q17 C17 P3 Q15 R15 R14 R16 Q13 O17 R9 C5 | D9
19 R4 D3 Q17 C17 P3 Q15 R15 R14 R16 Q13 O17 R9 C5 D8 | D6
19 R4 D3 Q17 C17 P3 R15 | Q12
19 R4 D3 Q17 C17 P3 R15 Q12 | Q14
19 R4 D3 Q17 C17 P3 R15 Q12 Q14 | P15
19 R4 D3 Q17 C17 P3 R15 Q12 Q14 P15 | Q16
19 R4 D3 Q17 C17 P3 R14 | D5
19 R4 D3 Q17 C17 P3 R14 D5 | C5
19 R4 D3 Q17 C17 P3 R14 D5 C5 | D4
19 R4 D3 Q17 C17 P3 R14 D5 C5 D4 | C4
19 R4 D3 Q17 C17 P3 R14 D5 C5 D4 C4 | E3
19 R4 D3 Q17 C17 D5 | G3
19 R4 D3 Q17 C17 C5 | P3
19 R4 D3 Q17 C17 C5 P3 | N4
19 R4 D3 Q17 C17 C5 P3 N4 | O5
19 R4 D3 Q17 C17 C5 P3 N4 O5 | Q6
